Serial No,Date,Amount,Category,Description
1273,05-03-2022,486.96,Income,Movies
1274,06-03-2022,810.7,Income,Car Maintenance
1275,06-03-2022,722.45,Income,Utilities
1276,06-03-2022,743.09,Expense,Rent
1277,07-03-2022,683.38,Income,Freelance
1278,08-03-2022,629.42,Expense,Bonus
1279,08-03-2022,449.33,Expense,Subscriptions
1280,09-03-2022,894.33,Income,Car Maintenance
1281,10-03-2022,692.27,Income,Dining Out
1282,11-03-2022,485.98,Expense,Groceries
1283,11-03-2022,199.1,Expense,Transport
1284,11-03-2022,597.56,Income,Car Maintenance
1285,11-03-2022,564.3,Expense,Internet Bill
1286,12-03-2022,378.85,Income,Interest
1287,12-03-2022,954.5,Income,Shopping
1288,12-03-2022,437.35,Income,Bonus
1289,12-03-2022,711.05,Expense,Subscriptions
1290,12-03-2022,936.54,Income,Internet Bill
1291,13-03-2022,955.55,Expense,Freelance
1292,13-03-2022,902.31,Expense,Entertainment
1293,13-03-2022,914.93,Expense,Utilities
1294,14-03-2022,619.19,Expense,Car Maintenance
1295,14-03-2022,493.32,Expense,Movies
1296,15-03-2022,867.95,Income,Car Maintenance
1297,16-03-2022,929.34,Income,Groceries
1298,16-03-2022,681.15,Expense,Subscriptions
1299,17-03-2022,684.89,Income,Transport
1300,17-03-2022,483.09,Expense,Rent
1301,17-03-2022,340.6,Income,Bonus
1302,17-03-2022,132.77,Expense,Movies
1303,17-03-2022,547.86,Income,Transport
1304,18-03-2022,647.25,Income,Car Maintenance
1305,19-03-2022,51.27,Expense,Entertainment
1306,20-03-2022,583.04,Expense,Rent
1307,20-03-2022,384.51,Income,Subscriptions
1308,20-03-2022,57.18,Expense,Transport
1309,21-03-2022,719.5,Income,Bonus
1310,22-03-2022,268.35,Expense,Movies
1311,22-03-2022,932.3,Income,Rent
1312,22-03-2022,990.28,Income,Subscriptions
1313,22-03-2022,335.69,Expense,Subscriptions
1314,23-03-2022,360.99,Income,Utilities
1315,23-03-2022,250.51,Income,Dining Out
1316,23-03-2022,531.4,Expense,Subscriptions
1317,24-03-2022,530.98,Income,Bonus
1318,24-03-2022,544.9,Income,Shopping
1319,25-03-2022,178.16,Income,Utilities
1320,25-03-2022,880.62,Expense,Utilities
1321,26-03-2022,960.59,Income,Salary
1322,26-03-2022,241.07,Income,Internet Bill
1323,26-03-2022,485.61,Expense,Car Maintenance
1324,26-03-2022,186.53,Expense,Interest
1325,27-03-2022,712.58,Income,Freelance
1326,27-03-2022,886.76,Expense,Internet Bill
1327,28-03-2022,479.4,Expense,Car Maintenance
1328,28-03-2022,245.45,Expense,Transport
1329,28-03-2022,882.78,Expense,Salary
1330,28-03-2022,302.45,Expense,Internet Bill
1331,28-03-2022,719.35,Income,Movies
1332,29-03-2022,867.12,Expense,Subscriptions
1333,29-03-2022,772.63,Income,Internet Bill
1334,30-03-2022,924.44,Income,Internet Bill
1335,30-03-2022,156.64,Expense,Coffee
1336,30-03-2022,611.17,Expense,Rent
1337,31-03-2022,798.89,Income,Car Maintenance
1338,01-04-2022,98.16,Income,Transport
1339,02-04-2022,951.26,Income,Salary
1340,03-04-2022,255.24,Expense,Rent
1341,03-04-2022,548.0,Income,Rent
1342,04-04-2022,100.72,Expense,Entertainment
1343,05-04-2022,776.11,Income,Bonus
1344,05-04-2022,193.72,Income,Rent
1345,06-04-2022,67.07,Expense,Shopping
1346,06-04-2022,176.64,Expense,Internet Bill
1347,06-04-2022,799.36,Expense,Utilities
1348,06-04-2022,189.66,Income,Shopping
1349,06-04-2022,563.58,Expense,Transport
1350,07-04-2022,965.62,Income,Salary
1351,07-04-2022,406.87,Income,Entertainment
1352,07-04-2022,731.0,Income,Rent
1353,07-04-2022,739.62,Expense,Transport
1354,08-04-2022,966.51,Expense,Coffee
1355,09-04-2022,579.71,Income,Internet Bill
1356,09-04-2022,285.07,Expense,Salary
1357,09-04-2022,354.43,Expense,Coffee
1358,10-04-2022,647.51,Expense,Salary
1359,10-04-2022,474.39,Expense,Transport
1360,11-04-2022,232.31,Expense,Transport
1361,11-04-2022,662.44,Income,Bonus
1362,11-04-2022,285.94,Expense,Entertainment
1363,11-04-2022,977.54,Income,Interest
1364,11-04-2022,423.06,Income,Shopping
1365,12-04-2022,636.16,Income,Shopping
1366,12-04-2022,855.42,Expense,Entertainment
1367,12-04-2022,290.98,Expense,Freelance
1368,12-04-2022,51.78,Expense,Dining Out
1369,12-04-2022,744.15,Income,Dining Out
1370,13-04-2022,986.74,Income,Utilities
1371,14-04-2022,67.6,Expense,Entertainment
1372,14-04-2022,791.8,Expense,Internet Bill
1373,14-04-2022,372.22,Expense,Dining Out
1374,15-04-2022,917.44,Income,Salary
1375,15-04-2022,633.16,Expense,Transport
1376,16-04-2022,173.3,Income,Car Maintenance
1377,16-04-2022,355.05,Income,Freelance
1378,16-04-2022,293.07,Expense,Salary
1379,16-04-2022,258.74,Expense,Rent
1380,17-04-2022,358.63,Income,Coffee
1381,17-04-2022,821.1,Income,Dining Out
1382,17-04-2022,854.54,Income,Movies
1383,17-04-2022,774.07,Expense,Movies
1384,17-04-2022,931.76,Income,Dining Out
1385,18-04-2022,154.82,Expense,Entertainment
1386,19-04-2022,301.23,Income,Coffee
1387,19-04-2022,707.82,Income,Salary
1388,19-04-2022,780.02,Expense,Car Maintenance
1389,20-04-2022,773.33,Expense,Movies
1390,20-04-2022,240.66,Expense,Car Maintenance
1391,20-04-2022,869.21,Income,Interest
1392,20-04-2022,960.83,Expense,Groceries
1393,20-04-2022,777.77,Expense,Entertainment
1394,21-04-2022,115.83,Expense,Freelance
1395,21-04-2022,670.26,Income,Groceries
1396,22-04-2022,919.52,Income,Shopping
1397,23-04-2022,831.61,Expense,Coffee
1398,23-04-2022,590.07,Expense,Utilities
1399,23-04-2022,691.2,Income,Movies
1400,23-04-2022,146.7,Expense,Bonus
1401,24-04-2022,659.13,Income,Car Maintenance
1402,24-04-2022,879.02,Income,Entertainment
1403,24-04-2022,205.19,Income,Transport
1404,24-04-2022,767.84,Income,Freelance
1405,24-04-2022,862.63,Expense,Groceries
1406,25-04-2022,572.62,Expense,Car Maintenance
1407,25-04-2022,950.84,Income,Movies
1408,25-04-2022,921.38,Income,Internet Bill
1409,25-04-2022,669.18,Expense,Coffee
1410,26-04-2022,188.36,Income,Movies
1411,26-04-2022,777.91,Expense,Car Maintenance
1412,26-04-2022,709.13,Income,Coffee
1413,26-04-2022,796.91,Income,Interest
1414,26-04-2022,615.16,Expense,Rent
1415,27-04-2022,235.55,Expense,Transport
1416,27-04-2022,815.79,Expense,Car Maintenance
1417,27-04-2022,92.55,Expense,Car Maintenance
1418,27-04-2022,336.54,Income,Dining Out
1419,28-04-2022,357.14,Expense,Dining Out
1420,28-04-2022,406.99,Income,Transport
1421,28-04-2022,558.68,Expense,Movies
1422,28-04-2022,396.55,Income,Dining Out
1423,28-04-2022,78.7,Income,Salary
1424,29-04-2022,359.1,Expense,Utilities
1425,29-04-2022,320.81,Expense,Transport
1426,29-04-2022,403.79,Expense,Dining Out
1427,29-04-2022,68.24,Expense,Bonus
1428,29-04-2022,690.58,Income,Shopping
1429,30-04-2022,10.82,Expense,Bonus
1430,01-05-2022,747.87,Income,Freelance
1431,01-05-2022,22.68,Expense,Interest
1432,01-05-2022,131.31,Income,Groceries
1433,02-05-2022,678.02,Expense,Dining Out
1434,02-05-2022,268.51,Income,Utilities
1435,02-05-2022,905.72,Income,Shopping
1436,02-05-2022,532.02,Expense,Utilities
1437,03-05-2022,594.87,Expense,Freelance
1438,03-05-2022,443.31,Expense,Shopping
1439,03-05-2022,670.2,Expense,Internet Bill
1440,03-05-2022,232.9,Income,Interest
1441,03-05-2022,226.39,Expense,Dining Out
1442,04-05-2022,481.61,Expense,Subscriptions
1443,04-05-2022,467.47,Income,Subscriptions
1444,04-05-2022,339.76,Expense,Movies
1445,05-05-2022,98.43,Income,Utilities
1446,06-05-2022,115.99,Expense,Dining Out
1447,06-05-2022,35.5,Expense,Coffee
1448,06-05-2022,776.47,Expense,Movies
1449,07-05-2022,206.26,Income,Movies
1450,08-05-2022,724.76,Income,Rent
1451,08-05-2022,172.89,Income,Subscriptions
1452,08-05-2022,570.76,Income,Movies
1453,09-05-2022,72.21,Expense,Dining Out
1454,09-05-2022,809.6,Income,Utilities
1455,10-05-2022,732.51,Expense,Internet Bill
1456,11-05-2022,467.65,Expense,Rent
1457,12-05-2022,970.63,Expense,Groceries
1458,12-05-2022,873.14,Income,Movies
1459,12-05-2022,715.94,Expense,Groceries
1460,13-05-2022,842.23,Expense,Entertainment
1461,13-05-2022,214.9,Expense,Movies
1462,14-05-2022,740.58,Expense,Salary
1463,14-05-2022,950.88,Expense,Shopping
1464,14-05-2022,176.3,Income,Movies
1465,14-05-2022,64.59,Expense,Subscriptions
1466,15-05-2022,981.15,Income,Subscriptions
1467,15-05-2022,358.26,Expense,Internet Bill
1468,15-05-2022,396.46,Income,Movies
1469,16-05-2022,759.68,Expense,Rent
1470,16-05-2022,794.64,Income,Freelance
1471,16-05-2022,221.91,Income,Car Maintenance
1472,16-05-2022,645.77,Expense,Coffee
1473,17-05-2022,778.27,Expense,Salary
1474,18-05-2022,619.71,Income,Groceries
1475,18-05-2022,280.5,Income,Coffee
1476,18-05-2022,147.85,Expense,Entertainment
1477,18-05-2022,915.76,Expense,Dining Out
1478,18-05-2022,55.32,Expense,Salary
1479,19-05-2022,731.45,Expense,Movies
1480,19-05-2022,623.63,Income,Subscriptions
1481,19-05-2022,190.6,Income,Dining Out
1482,19-05-2022,599.26,Expense,Freelance
1483,19-05-2022,486.69,Income,Movies
1484,20-05-2022,511.71,Expense,Utilities
1485,20-05-2022,104.52,Income,Salary
1486,20-05-2022,351.62,Expense,Movies
1487,20-05-2022,92.2,Expense,Coffee
1488,21-05-2022,963.37,Income,Salary
1489,21-05-2022,353.76,Income,Subscriptions
1490,22-05-2022,786.92,Income,Entertainment
1491,22-05-2022,788.09,Expense,Coffee
1492,22-05-2022,868.16,Income,Utilities
1493,22-05-2022,988.31,Expense,Utilities
1494,22-05-2022,259.67,Expense,Car Maintenance
1495,23-05-2022,889.05,Income,Rent
1496,23-05-2022,193.86,Income,Internet Bill
1497,23-05-2022,801.8,Income,Freelance
1498,23-05-2022,766.41,Expense,Entertainment
1499,23-05-2022,843.08,Income,Coffee
1500,24-05-2022,803.32,Income,Salary
1501,25-05-2022,114.23,Income,Freelance
1502,25-05-2022,705.44,Expense,Transport
1503,25-05-2022,883.01,Income,Freelance
1504,25-05-2022,597.7,Income,Movies
1505,26-05-2022,70.37,Income,Salary
1506,26-05-2022,918.9,Income,Salary
1507,26-05-2022,806.38,Expense,Internet Bill
1508,26-05-2022,341.89,Income,Rent
1509,27-05-2022,864.98,Income,Entertainment
1510,27-05-2022,849.45,Income,Shopping
1511,27-05-2022,143.76,Income,Freelance
1512,28-05-2022,766.1,Income,Dining Out
1513,28-05-2022,92.47,Income,Freelance
1514,29-05-2022,65.33,Expense,Utilities
1515,29-05-2022,607.76,Income,Freelance
1516,29-05-2022,306.94,Income,Rent
1517,29-05-2022,585.11,Income,Interest
1518,29-05-2022,658.1,Income,Car Maintenance
1519,30-05-2022,258.05,Income,Shopping
1520,30-05-2022,49.95,Income,Internet Bill
1521,30-05-2022,121.73,Income,Groceries
1522,30-05-2022,301.76,Income,Movies
1523,31-05-2022,470.73,Expense,Dining Out
1524,31-05-2022,639.24,Expense,Rent
1525,31-05-2022,626.84,Income,Transport
1526,31-05-2022,677.52,Income,Dining Out
1527,31-05-2022,492.76,Income,Salary
1528,01-06-2022,803.13,Expense,Shopping
1529,01-06-2022,370.05,Income,Bonus
1530,02-06-2022,27.98,Expense,Movies
1531,02-06-2022,359.11,Expense,Entertainment
1532,03-06-2022,755.38,Expense,Groceries
1533,03-06-2022,295.55,Expense,Groceries
1534,03-06-2022,595.37,Income,Movies
1535,03-06-2022,934.0,Income,Rent
1536,03-06-2022,213.57,Expense,Subscriptions
1537,04-06-2022,18.62,Expense,Rent
1538,04-06-2022,705.63,Income,Groceries
1539,05-06-2022,24.93,Expense,Car Maintenance
1540,06-06-2022,542.03,Expense,Bonus
1541,06-06-2022,492.52,Income,Coffee
1542,06-06-2022,33.14,Income,Coffee
1543,06-06-2022,968.77,Expense,Salary
1544,07-06-2022,171.47,Expense,Freelance
1545,07-06-2022,746.22,Income,Subscriptions
1546,07-06-2022,663.18,Expense,Internet Bill
1547,07-06-2022,632.64,Expense,Subscriptions
1548,07-06-2022,770.73,Expense,Bonus
1549,08-06-2022,407.87,Expense,Utilities
1550,08-06-2022,614.53,Expense,Internet Bill
1551,09-06-2022,835.56,Expense,Movies
1552,09-06-2022,281.95,Income,Dining Out
1553,09-06-2022,570.86,Expense,Subscriptions
1554,09-06-2022,470.92,Income,Salary
1555,10-06-2022,185.46,Expense,Shopping
1556,11-06-2022,911.38,Expense,Salary
1557,11-06-2022,629.4,Income,Bonus
1558,11-06-2022,286.57,Expense,Subscriptions
1559,12-06-2022,393.66,Expense,Entertainment
1560,12-06-2022,492.23,Income,Interest
1561,12-06-2022,317.14,Expense,Salary
1562,13-06-2022,783.46,Income,Interest
1563,14-06-2022,387.61,Income,Salary
1564,15-06-2022,416.86,Income,Rent
1565,15-06-2022,853.33,Expense,Entertainment
1566,16-06-2022,846.85,Expense,Internet Bill
1567,16-06-2022,921.89,Income,Shopping
1568,16-06-2022,633.28,Income,Groceries
1569,16-06-2022,990.58,Expense,Utilities
1570,17-06-2022,365.69,Expense,Coffee
1571,17-06-2022,885.03,Expense,Internet Bill
1572,17-06-2022,198.79,Expense,Transport
1573,17-06-2022,786.94,Income,Shopping
1574,18-06-2022,296.5,Income,Transport
1575,18-06-2022,290.77,Expense,Internet Bill
1576,19-06-2022,892.17,Income,Rent
1577,19-06-2022,619.43,Expense,Bonus
1578,20-06-2022,610.62,Expense,Bonus
1579,20-06-2022,152.92,Expense,Entertainment
1580,20-06-2022,886.93,Income,Movies
1581,20-06-2022,140.77,Income,Transport
1582,20-06-2022,839.18,Income,Dining Out
1583,21-06-2022,33.91,Expense,Car Maintenance
1584,21-06-2022,922.43,Income,Utilities
1585,21-06-2022,678.92,Expense,Interest
1586,22-06-2022,122.34,Expense,Freelance
1587,22-06-2022,544.56,Expense,Subscriptions
1588,22-06-2022,883.1,Income,Salary
1589,23-06-2022,580.11,Expense,Rent
1590,24-06-2022,996.39,Expense,Salary
1591,24-06-2022,716.9,Expense,Internet Bill
1592,25-06-2022,861.82,Expense,Shopping
1593,25-06-2022,472.59,Income,Entertainment
1594,25-06-2022,681.65,Income,Dining Out
1595,25-06-2022,894.38,Income,Bonus
1596,25-06-2022,349.81,Expense,Rent
1597,26-06-2022,916.75,Expense,Utilities
1598,26-06-2022,644.85,Expense,Subscriptions
1599,26-06-2022,354.57,Expense,Freelance
1600,26-06-2022,440.72,Expense,Groceries
1601,27-06-2022,840.54,Expense,Internet Bill
1602,27-06-2022,372.75,Income,Groceries
1603,27-06-2022,769.58,Expense,Transport
1604,27-06-2022,397.44,Expense,Interest
1605,27-06-2022,152.01,Expense,Interest
1606,28-06-2022,933.33,Expense,Shopping
1607,29-06-2022,476.96,Expense,Freelance
1608,29-06-2022,793.21,Income,Groceries
1609,29-06-2022,15.71,Expense,Car Maintenance
1610,29-06-2022,372.27,Income,Freelance
1611,29-06-2022,851.31,Expense,Bonus
1612,30-06-2022,728.34,Expense,Movies
1613,30-06-2022,396.08,Expense,Groceries
1614,30-06-2022,652.52,Expense,Car Maintenance
1615,30-06-2022,826.46,Income,Coffee
1616,30-06-2022,231.39,Expense,Car Maintenance
1617,01-07-2022,174.95,Expense,Dining Out
1618,02-07-2022,816.1,Expense,Coffee
1619,02-07-2022,457.96,Income,Entertainment
1620,02-07-2022,624.06,Expense,Car Maintenance
1621,02-07-2022,840.2,Income,Movies
1622,03-07-2022,233.6,Expense,Dining Out
1623,03-07-2022,426.41,Expense,Subscriptions
1624,03-07-2022,58.59,Income,Coffee
1625,03-07-2022,980.34,Expense,Salary
1626,04-07-2022,489.16,Income,Salary
1627,04-07-2022,963.96,Expense,Rent
1628,05-07-2022,702.55,Income,Interest
1629,05-07-2022,463.92,Income,Transport
1630,05-07-2022,795.59,Income,Car Maintenance
1631,05-07-2022,972.84,Income,Subscriptions
1632,05-07-2022,856.4,Expense,Transport
1633,06-07-2022,332.96,Income,Subscriptions
1634,06-07-2022,365.25,Income,Utilities
1635,07-07-2022,484.08,Income,Bonus
1636,07-07-2022,303.81,Expense,Internet Bill
1637,07-07-2022,762.29,Expense,Freelance
1638,08-07-2022,479.08,Income,Coffee
1639,08-07-2022,229.36,Expense,Transport
1640,08-07-2022,838.23,Expense,Shopping
1641,09-07-2022,494.88,Expense,Internet Bill
1642,10-07-2022,524.29,Income,Entertainment
1643,10-07-2022,78.19,Income,Freelance
1644,10-07-2022,695.1,Income,Internet Bill
1645,10-07-2022,352.71,Expense,Dining Out
1646,10-07-2022,235.92,Expense,Freelance
1647,11-07-2022,629.89,Income,Subscriptions
1648,12-07-2022,64.37,Expense,Coffee
1649,13-07-2022,359.19,Expense,Transport
1650,13-07-2022,493.13,Income,Car Maintenance
1651,13-07-2022,443.86,Expense,Groceries
1652,13-07-2022,104.53,Income,Entertainment
1653,14-07-2022,686.88,Expense,Utilities
1654,14-07-2022,692.62,Expense,Movies
1655,14-07-2022,343.82,Income,Salary
1656,14-07-2022,784.44,Income,Utilities
1657,15-07-2022,251.1,Income,Rent
1658,16-07-2022,504.4,Income,Coffee
1659,16-07-2022,186.08,Expense,Salary
1660,16-07-2022,847.16,Expense,Coffee
1661,16-07-2022,413.12,Income,Interest
1662,17-07-2022,76.16,Expense,Salary
1663,17-07-2022,527.88,Expense,Groceries
1664,17-07-2022,487.35,Income,Coffee
1665,17-07-2022,584.75,Income,Rent
1666,18-07-2022,541.16,Expense,Movies
1667,18-07-2022,63.45,Income,Entertainment
1668,19-07-2022,407.58,Expense,Bonus
1669,19-07-2022,150.0,Income,Interest
1670,19-07-2022,179.81,Expense,Shopping
1671,19-07-2022,864.52,Income,Rent
1672,19-07-2022,844.53,Expense,Subscriptions
1673,20-07-2022,182.24,Income,Freelance
1674,20-07-2022,33.76,Expense,Transport
1675,21-07-2022,764.71,Income,Freelance
1676,21-07-2022,592.84,Income,Movies
1677,21-07-2022,498.23,Expense,Groceries
1678,21-07-2022,596.04,Income,Salary
1679,21-07-2022,284.97,Income,Internet Bill
1680,22-07-2022,849.81,Income,Groceries
1681,22-07-2022,68.43,Income,Car Maintenance
1682,22-07-2022,583.98,Income,Subscriptions
1683,22-07-2022,229.1,Expense,Movies
1684,23-07-2022,995.24,Income,Internet Bill
1685,23-07-2022,343.44,Income,Bonus
1686,23-07-2022,221.22,Income,Entertainment
1687,24-07-2022,562.44,Income,Car Maintenance
1688,24-07-2022,456.66,Income,Interest
1689,24-07-2022,374.95,Expense,Car Maintenance
1690,24-07-2022,988.72,Income,Groceries
1691,24-07-2022,299.84,Expense,Subscriptions
1692,25-07-2022,153.93,Expense,Transport
1693,25-07-2022,619.6,Expense,Freelance
1694,26-07-2022,886.1,Expense,Bonus
1695,26-07-2022,501.15,Expense,Interest
1696,26-07-2022,997.98,Expense,Salary
1697,27-07-2022,179.53,Income,Internet Bill
1698,27-07-2022,303.59,Income,Internet Bill
1699,28-07-2022,320.35,Income,Coffee
1700,28-07-2022,557.71,Income,Salary
1701,28-07-2022,382.46,Expense,Groceries
1702,28-07-2022,726.5,Expense,Interest
1703,28-07-2022,14.26,Expense,Movies
1704,29-07-2022,393.04,Expense,Dining Out
1705,30-07-2022,207.29,Income,Groceries
1706,30-07-2022,177.24,Expense,Entertainment
1707,30-07-2022,850.36,Income,Utilities
1708,30-07-2022,791.64,Expense,Dining Out
1709,30-07-2022,928.87,Expense,Rent
1710,31-07-2022,547.55,Expense,Interest
1711,01-08-2022,713.63,Expense,Movies
1712,01-08-2022,162.98,Income,Subscriptions
1713,01-08-2022,327.11,Expense,Utilities
1714,02-08-2022,439.44,Income,Salary
1715,02-08-2022,915.07,Expense,Rent
1716,02-08-2022,871.1,Expense,Coffee
1717,02-08-2022,350.94,Income,Movies
1718,02-08-2022,585.53,Expense,Transport
1719,03-08-2022,638.06,Income,Utilities
1720,04-08-2022,977.01,Expense,Coffee
1721,05-08-2022,167.42,Income,Shopping
1722,06-08-2022,52.68,Income,Utilities
1723,07-08-2022,953.29,Income,Car Maintenance
1724,07-08-2022,716.5,Expense,Internet Bill
1725,07-08-2022,837.79,Income,Subscriptions
1726,08-08-2022,958.92,Income,Salary
1727,09-08-2022,824.57,Expense,Transport
1728,10-08-2022,796.2,Expense,Shopping
1729,10-08-2022,424.27,Expense,Utilities
1730,11-08-2022,982.01,Expense,Interest
1731,11-08-2022,834.61,Income,Internet Bill
1732,11-08-2022,217.41,Income,Bonus
1733,11-08-2022,958.06,Expense,Coffee
1734,12-08-2022,281.44,Income,Entertainment
1735,12-08-2022,342.02,Expense,Internet Bill
1736,12-08-2022,378.57,Expense,Internet Bill
1737,13-08-2022,700.53,Income,Dining Out
1738,13-08-2022,432.59,Income,Bonus
1739,13-08-2022,544.8,Expense,Salary
1740,13-08-2022,300.19,Income,Salary
1741,13-08-2022,905.36,Income,Utilities
1742,14-08-2022,993.42,Expense,Salary
1743,14-08-2022,452.22,Income,Bonus
1744,14-08-2022,109.12,Expense,Freelance
1745,15-08-2022,565.32,Income,Internet Bill
1746,15-08-2022,412.65,Income,Salary
1747,16-08-2022,737.98,Expense,Freelance
1748,16-08-2022,434.53,Income,Freelance
1749,16-08-2022,991.35,Income,Freelance
1750,17-08-2022,72.47,Income,Transport
1751,17-08-2022,639.62,Income,Interest
1752,17-08-2022,26.79,Income,Salary
1753,17-08-2022,710.21,Expense,Shopping
1754,17-08-2022,69.25,Income,Utilities
1755,18-08-2022,349.05,Income,Coffee
1756,18-08-2022,417.3,Income,Interest
1757,18-08-2022,517.04,Expense,Entertainment
1758,19-08-2022,904.1,Income,Coffee
1759,19-08-2022,126.77,Income,Internet Bill
1760,19-08-2022,382.43,Income,Salary
1761,19-08-2022,580.09,Expense,Dining Out
1762,20-08-2022,499.39,Expense,Interest
1763,20-08-2022,645.84,Expense,Interest
1764,20-08-2022,334.7,Income,Internet Bill
1765,20-08-2022,194.51,Income,Dining Out
1766,21-08-2022,755.43,Income,Entertainment
1767,21-08-2022,905.03,Income,Bonus
1768,21-08-2022,103.38,Income,Internet Bill
1769,21-08-2022,940.65,Expense,Coffee
1770,22-08-2022,31.41,Expense,Interest
1771,23-08-2022,994.65,Income,Freelance
1772,24-08-2022,88.91,Income,Coffee
1773,24-08-2022,314.67,Income,Internet Bill
1774,24-08-2022,935.52,Income,Coffee
1775,24-08-2022,784.87,Income,Interest
1776,25-08-2022,458.23,Income,Entertainment
1777,26-08-2022,693.47,Income,Salary
1778,26-08-2022,879.75,Income,Shopping
1779,27-08-2022,547.46,Expense,Dining Out
1780,27-08-2022,387.74,Income,Shopping
1781,27-08-2022,27.07,Expense,Freelance
1782,28-08-2022,970.32,Income,Movies
1783,28-08-2022,38.1,Expense,Transport
1784,28-08-2022,121.49,Income,Shopping
1785,28-08-2022,955.4,Expense,Internet Bill
1786,28-08-2022,879.97,Income,Interest
1787,29-08-2022,735.6,Expense,Subscriptions
1788,30-08-2022,458.99,Expense,Coffee
1789,30-08-2022,576.28,Expense,Transport
1790,31-08-2022,657.25,Income,Transport
1791,01-09-2022,42.88,Income,Rent
1792,01-09-2022,559.07,Income,Groceries
1793,02-09-2022,336.34,Expense,Coffee
1794,02-09-2022,971.77,Expense,Car Maintenance
1795,03-09-2022,585.8,Income,Rent
1796,03-09-2022,124.42,Expense,Rent
1797,03-09-2022,779.17,Expense,Utilities
1798,03-09-2022,981.71,Income,Groceries
1799,03-09-2022,912.58,Expense,Interest
1800,04-09-2022,802.39,Expense,Freelance
1801,04-09-2022,19.47,Income,Internet Bill
1802,04-09-2022,121.21,Income,Car Maintenance
1803,04-09-2022,718.14,Income,Salary
1804,05-09-2022,211.44,Income,Internet Bill
1805,05-09-2022,814.36,Expense,Groceries
1806,06-09-2022,990.07,Income,Dining Out
1807,07-09-2022,875.77,Expense,Subscriptions
1808,07-09-2022,334.62,Income,Freelance
1809,07-09-2022,764.94,Expense,Subscriptions
1810,07-09-2022,413.11,Income,Bonus
1811,07-09-2022,52.28,Income,Movies
1812,08-09-2022,805.7,Income,Salary
1813,08-09-2022,569.37,Income,Transport
1814,08-09-2022,621.24,Expense,Freelance
1815,09-09-2022,641.41,Income,Car Maintenance
1816,09-09-2022,559.87,Income,Subscriptions
1817,10-09-2022,424.07,Expense,Freelance
1818,10-09-2022,500.86,Expense,Salary
1819,10-09-2022,573.8,Expense,Coffee
1820,10-09-2022,364.09,Income,Dining Out
1821,10-09-2022,705.53,Expense,Groceries
1822,11-09-2022,809.92,Expense,Dining Out
1823,11-09-2022,65.36,Income,Entertainment
1824,11-09-2022,105.99,Expense,Transport
1825,11-09-2022,963.0,Expense,Car Maintenance
1826,12-09-2022,541.19,Expense,Rent
1827,13-09-2022,665.43,Expense,Bonus
1828,13-09-2022,133.8,Expense,Car Maintenance
1829,13-09-2022,556.92,Income,Car Maintenance
1830,14-09-2022,135.38,Expense,Rent
1831,14-09-2022,440.18,Income,Utilities
1832,14-09-2022,185.0,Expense,Coffee
1833,15-09-2022,830.06,Expense,Freelance
1834,15-09-2022,927.76,Expense,Dining Out
1835,15-09-2022,652.9,Income,Car Maintenance
1836,15-09-2022,320.29,Income,Freelance
1837,15-09-2022,557.27,Expense,Entertainment
1838,16-09-2022,740.16,Expense,Utilities
1839,16-09-2022,299.02,Income,Utilities
1840,16-09-2022,51.29,Income,Internet Bill
1841,16-09-2022,439.23,Expense,Transport
1842,17-09-2022,122.43,Income,Dining Out
1843,17-09-2022,811.29,Income,Coffee
1844,17-09-2022,874.93,Income,Coffee
1845,18-09-2022,539.99,Expense,Coffee
1846,18-09-2022,193.02,Expense,Salary
1847,18-09-2022,795.52,Expense,Transport
1848,18-09-2022,436.11,Income,Car Maintenance
1849,18-09-2022,16.81,Income,Freelance
1850,19-09-2022,478.29,Income,Shopping
1851,19-09-2022,14.83,Income,Coffee
1852,19-09-2022,635.22,Income,Subscriptions
1853,20-09-2022,800.82,Expense,Shopping
1854,20-09-2022,798.12,Income,Car Maintenance
1855,20-09-2022,229.28,Expense,Groceries
1856,21-09-2022,237.6,Expense,Salary
1857,21-09-2022,80.13,Income,Utilities
1858,21-09-2022,559.62,Expense,Freelance
1859,21-09-2022,816.46,Income,Dining Out
1860,22-09-2022,477.8,Expense,Shopping
1861,22-09-2022,275.02,Income,Car Maintenance
1862,22-09-2022,457.29,Expense,Freelance
1863,22-09-2022,526.04,Income,Dining Out
1864,23-09-2022,945.73,Income,Coffee
1865,23-09-2022,79.91,Expense,Movies
1866,23-09-2022,846.34,Income,Car Maintenance
1867,23-09-2022,725.33,Expense,Shopping
1868,24-09-2022,527.43,Expense,Movies
1869,24-09-2022,858.81,Income,Transport
1870,24-09-2022,800.36,Income,Groceries
1871,25-09-2022,12.74,Income,Bonus
1872,25-09-2022,250.3,Expense,Interest
1873,25-09-2022,704.24,Income,Rent
1874,26-09-2022,172.1,Expense,Groceries
1875,26-09-2022,435.63,Expense,Freelance
1876,27-09-2022,122.42,Income,Groceries
1877,27-09-2022,124.05,Income,Bonus
1878,27-09-2022,142.68,Expense,Subscriptions
1879,27-09-2022,861.32,Income,Rent
1880,28-09-2022,600.39,Expense,Internet Bill
1881,28-09-2022,85.52,Expense,Internet Bill
1882,28-09-2022,940.31,Expense,Groceries
1883,28-09-2022,507.64,Expense,Movies
1884,28-09-2022,839.77,Expense,Groceries
1885,29-09-2022,911.59,Income,Groceries
