Serial No,Date,Amount,Category,Description
1273,05-03-2022,745.65,Expense,Salary
1274,05-03-2022,518.85,Expense,Shopping
1275,05-03-2022,126.65,Income,Subscriptions
1276,05-03-2022,519.57,Expense,Subscriptions
1277,05-03-2022,486.96,Income,Movies
1278,06-03-2022,810.7,Income,Car Maintenance
1279,06-03-2022,722.45,Income,Utilities
1280,06-03-2022,743.09,Expense,Rent
1281,07-03-2022,683.38,Income,Freelance
1282,08-03-2022,629.42,Expense,Bonus
1283,08-03-2022,449.33,Expense,Subscriptions
1284,09-03-2022,894.33,Income,Car Maintenance
1285,10-03-2022,692.27,Income,Dining Out
1286,11-03-2022,485.98,Expense,Groceries
1287,11-03-2022,199.1,Expense,Transport
1288,11-03-2022,597.56,Income,Car Maintenance
1289,11-03-2022,564.3,Expense,Internet Bill
1290,12-03-2022,378.85,Income,Interest
1291,12-03-2022,954.5,Income,Shopping
1292,12-03-2022,437.35,Income,Bonus
1293,12-03-2022,711.05,Expense,Subscriptions
1294,12-03-2022,936.54,Income,Internet Bill
1295,13-03-2022,955.55,Expense,Freelance
1296,13-03-2022,902.31,Expense,Entertainment
1297,13-03-2022,914.93,Expense,Utilities
1298,14-03-2022,619.19,Expense,Car Maintenance
1299,14-03-2022,493.32,Expense,Movies
1300,15-03-2022,867.95,Income,Car Maintenance
1301,16-03-2022,929.34,Income,Groceries
1302,16-03-2022,681.15,Expense,Subscriptions
1303,17-03-2022,684.89,Income,Transport
1304,17-03-2022,483.09,Expense,Rent
1305,17-03-2022,340.6,Income,Bonus
1306,17-03-2022,132.77,Expense,Movies
1307,17-03-2022,547.86,Income,Transport
1308,18-03-2022,647.25,Income,Car Maintenance
1309,19-03-2022,51.27,Expense,Entertainment
1310,20-03-2022,583.04,Expense,Rent
1311,20-03-2022,384.51,Income,Subscriptions
1312,20-03-2022,57.18,Expense,Transport
1313,21-03-2022,719.5,Income,Bonus
1314,22-03-2022,268.35,Expense,Movies
1315,22-03-2022,932.3,Income,Rent
1316,22-03-2022,990.28,Income,Subscriptions
1317,22-03-2022,335.69,Expense,Subscriptions
1318,23-03-2022,360.99,Income,Utilities
1319,23-03-2022,250.51,Income,Dining Out
1320,23-03-2022,531.4,Expense,Subscriptions
1321,24-03-2022,530.98,Income,Bonus
1322,24-03-2022,544.9,Income,Shopping
1323,25-03-2022,178.16,Income,Utilities
1324,25-03-2022,880.62,Expense,Utilities
1325,26-03-2022,960.59,Income,Salary
1326,26-03-2022,241.07,Income,Internet Bill
1327,26-03-2022,485.61,Expense,Car Maintenance
1328,26-03-2022,186.53,Expense,Interest
1329,27-03-2022,712.58,Income,Freelance
1330,27-03-2022,886.76,Expense,Internet Bill
1331,28-03-2022,479.4,Expense,Car Maintenance
1332,28-03-2022,245.45,Expense,Transport
1333,28-03-2022,882.78,Expense,Salary
1334,28-03-2022,302.45,Expense,Internet Bill
1335,28-03-2022,719.35,Income,Movies
1336,29-03-2022,867.12,Expense,Subscriptions
1337,29-03-2022,772.63,Income,Internet Bill
1338,30-03-2022,924.44,Income,Internet Bill
1339,30-03-2022,156.64,Expense,Coffee
1340,30-03-2022,611.17,Expense,Rent
1341,31-03-2022,798.89,Income,Car Maintenance
1342,01-04-2022,98.16,Income,Transport
1343,02-04-2022,951.26,Income,Salary
1344,03-04-2022,255.24,Expense,Rent
1345,03-04-2022,548.0,Income,Rent
1346,04-04-2022,100.72,Expense,Entertainment
1347,05-04-2022,776.11,Income,Bonus
1348,05-04-2022,193.72,Income,Rent
1349,06-04-2022,67.07,Expense,Shopping
1350,06-04-2022,176.64,Expense,Internet Bill
1351,06-04-2022,799.36,Expense,Utilities
1352,06-04-2022,189.66,Income,Shopping
1353,06-04-2022,563.58,Expense,Transport
1354,07-04-2022,965.62,Income,Salary
1355,07-04-2022,406.87,Income,Entertainment
1356,07-04-2022,731.0,Income,Rent
1357,07-04-2022,739.62,Expense,Transport
1358,08-04-2022,966.51,Expense,Coffee
1359,09-04-2022,579.71,Income,Internet Bill
1360,09-04-2022,285.07,Expense,Salary
1361,09-04-2022,354.43,Expense,Coffee
1362,10-04-2022,647.51,Expense,Salary
1363,10-04-2022,474.39,Expense,Transport
1364,11-04-2022,232.31,Expense,Transport
1365,11-04-2022,662.44,Income,Bonus
1366,11-04-2022,285.94,Expense,Entertainment
1367,11-04-2022,977.54,Income,Interest
1368,11-04-2022,423.06,Income,Shopping
1369,12-04-2022,636.16,Income,Shopping
1370,12-04-2022,855.42,Expense,Entertainment
1371,12-04-2022,290.98,Expense,Freelance
1372,12-04-2022,51.78,Expense,Dining Out
1373,12-04-2022,744.15,Income,Dining Out
1374,13-04-2022,986.74,Income,Utilities
1375,14-04-2022,67.6,Expense,Entertainment
1376,14-04-2022,791.8,Expense,Internet Bill
1377,14-04-2022,372.22,Expense,Dining Out
1378,15-04-2022,917.44,Income,Salary
1379,15-04-2022,633.16,Expense,Transport
1380,16-04-2022,173.3,Income,Car Maintenance
1381,16-04-2022,355.05,Income,Freelance
1382,16-04-2022,293.07,Expense,Salary
1383,16-04-2022,258.74,Expense,Rent
1384,17-04-2022,358.63,Income,Coffee
1385,17-04-2022,821.1,Income,Dining Out
1386,17-04-2022,854.54,Income,Movies
1387,17-04-2022,774.07,Expense,Movies
1388,17-04-2022,931.76,Income,Dining Out
1389,18-04-2022,154.82,Expense,Entertainment
1390,19-04-2022,301.23,Income,Coffee
1391,19-04-2022,707.82,Income,Salary
1392,19-04-2022,780.02,Expense,Car Maintenance
1393,20-04-2022,773.33,Expense,Movies
1394,20-04-2022,240.66,Expense,Car Maintenance
1395,20-04-2022,869.21,Income,Interest
1396,20-04-2022,960.83,Expense,Groceries
1397,20-04-2022,777.77,Expense,Entertainment
1398,21-04-2022,115.83,Expense,Freelance
1399,21-04-2022,670.26,Income,Groceries
1400,22-04-2022,919.52,Income,Shopping
1401,23-04-2022,831.61,Expense,Coffee
1402,23-04-2022,590.07,Expense,Utilities
1403,23-04-2022,691.2,Income,Movies
1404,23-04-2022,146.7,Expense,Bonus
1405,24-04-2022,659.13,Income,Car Maintenance
1406,24-04-2022,879.02,Income,Entertainment
1407,24-04-2022,205.19,Income,Transport
1408,24-04-2022,767.84,Income,Freelance
1409,24-04-2022,862.63,Expense,Groceries
1410,25-04-2022,572.62,Expense,Car Maintenance
1411,25-04-2022,950.84,Income,Movies
1412,25-04-2022,921.38,Income,Internet Bill
1413,25-04-2022,669.18,Expense,Coffee
1414,26-04-2022,188.36,Income,Movies
1415,26-04-2022,777.91,Expense,Car Maintenance
1416,26-04-2022,709.13,Income,Coffee
1417,26-04-2022,796.91,Income,Interest
1418,26-04-2022,615.16,Expense,Rent
1419,27-04-2022,235.55,Expense,Transport
1420,27-04-2022,815.79,Expense,Car Maintenance
1421,27-04-2022,92.55,Expense,Car Maintenance
1422,27-04-2022,336.54,Income,Dining Out
1423,28-04-2022,357.14,Expense,Dining Out
1424,28-04-2022,406.99,Income,Transport
1425,28-04-2022,558.68,Expense,Movies
1426,28-04-2022,396.55,Income,Dining Out
1427,28-04-2022,78.7,Income,Salary
1428,29-04-2022,359.1,Expense,Utilities
1429,29-04-2022,320.81,Expense,Transport
1430,29-04-2022,403.79,Expense,Dining Out
1431,29-04-2022,68.24,Expense,Bonus
1432,29-04-2022,690.58,Income,Shopping
1433,30-04-2022,10.82,Expense,Bonus
1434,01-05-2022,747.87,Income,Freelance
1435,01-05-2022,22.68,Expense,Interest
1436,01-05-2022,131.31,Income,Groceries
1437,02-05-2022,678.02,Expense,Dining Out
1438,02-05-2022,268.51,Income,Utilities
1439,02-05-2022,905.72,Income,Shopping
1440,02-05-2022,532.02,Expense,Utilities
1441,03-05-2022,594.87,Expense,Freelance
1442,03-05-2022,443.31,Expense,Shopping
1443,03-05-2022,670.2,Expense,Internet Bill
1444,03-05-2022,232.9,Income,Interest
1445,03-05-2022,226.39,Expense,Dining Out
1446,04-05-2022,481.61,Expense,Subscriptions
1447,04-05-2022,467.47,Income,Subscriptions
1448,04-05-2022,339.76,Expense,Movies
1449,05-05-2022,98.43,Income,Utilities
1450,06-05-2022,115.99,Expense,Dining Out
1451,06-05-2022,35.5,Expense,Coffee
1452,06-05-2022,776.47,Expense,Movies
1453,07-05-2022,206.26,Income,Movies
1454,08-05-2022,724.76,Income,Rent
1455,08-05-2022,172.89,Income,Subscriptions
1456,08-05-2022,570.76,Income,Movies
1457,09-05-2022,72.21,Expense,Dining Out
1458,09-05-2022,809.6,Income,Utilities
1459,10-05-2022,732.51,Expense,Internet Bill
1460,11-05-2022,467.65,Expense,Rent
1461,12-05-2022,970.63,Expense,Groceries
1462,12-05-2022,873.14,Income,Movies
1463,12-05-2022,715.94,Expense,Groceries
1464,13-05-2022,842.23,Expense,Entertainment
1465,13-05-2022,214.9,Expense,Movies
1466,14-05-2022,740.58,Expense,Salary
1467,14-05-2022,950.88,Expense,Shopping
1468,14-05-2022,176.3,Income,Movies
1469,14-05-2022,64.59,Expense,Subscriptions
1470,15-05-2022,981.15,Income,Subscriptions
1471,15-05-2022,358.26,Expense,Internet Bill
1472,15-05-2022,396.46,Income,Movies
1473,16-05-2022,759.68,Expense,Rent
1474,16-05-2022,794.64,Income,Freelance
1475,16-05-2022,221.91,Income,Car Maintenance
1476,16-05-2022,645.77,Expense,Coffee
1477,17-05-2022,778.27,Expense,Salary
1478,18-05-2022,619.71,Income,Groceries
1479,18-05-2022,280.5,Income,Coffee
1480,18-05-2022,147.85,Expense,Entertainment
1481,18-05-2022,915.76,Expense,Dining Out
1482,18-05-2022,55.32,Expense,Salary
1483,19-05-2022,731.45,Expense,Movies
1484,19-05-2022,623.63,Income,Subscriptions
1485,19-05-2022,190.6,Income,Dining Out
1486,19-05-2022,599.26,Expense,Freelance
1487,19-05-2022,486.69,Income,Movies
1488,20-05-2022,511.71,Expense,Utilities
1489,20-05-2022,104.52,Income,Salary
1490,20-05-2022,351.62,Expense,Movies
1491,20-05-2022,92.2,Expense,Coffee
1492,21-05-2022,963.37,Income,Salary
1493,21-05-2022,353.76,Income,Subscriptions
1494,22-05-2022,786.92,Income,Entertainment
1495,22-05-2022,788.09,Expense,Coffee
1496,22-05-2022,868.16,Income,Utilities
1497,22-05-2022,988.31,Expense,Utilities
1498,22-05-2022,259.67,Expense,Car Maintenance
1499,23-05-2022,889.05,Income,Rent
1500,23-05-2022,193.86,Income,Internet Bill
1501,23-05-2022,801.8,Income,Freelance
1502,23-05-2022,766.41,Expense,Entertainment
1503,23-05-2022,843.08,Income,Coffee
1504,24-05-2022,803.32,Income,Salary
1505,25-05-2022,114.23,Income,Freelance
1506,25-05-2022,705.44,Expense,Transport
1507,25-05-2022,883.01,Income,Freelance
1508,25-05-2022,597.7,Income,Movies
1509,26-05-2022,70.37,Income,Salary
1510,26-05-2022,918.9,Income,Salary
1511,26-05-2022,806.38,Expense,Internet Bill
1512,26-05-2022,341.89,Income,Rent
1513,27-05-2022,864.98,Income,Entertainment
1514,27-05-2022,849.45,Income,Shopping
1515,27-05-2022,143.76,Income,Freelance
1516,28-05-2022,766.1,Income,Dining Out
1517,28-05-2022,92.47,Income,Freelance
1518,29-05-2022,65.33,Expense,Utilities
1519,29-05-2022,607.76,Income,Freelance
1520,29-05-2022,306.94,Income,Rent
1521,29-05-2022,585.11,Income,Interest
1522,29-05-2022,658.1,Income,Car Maintenance
1523,30-05-2022,258.05,Income,Shopping
1524,30-05-2022,49.95,Income,Internet Bill
1525,30-05-2022,121.73,Income,Groceries
1526,30-05-2022,301.76,Income,Movies
1527,31-05-2022,470.73,Expense,Dining Out
1528,31-05-2022,639.24,Expense,Rent
1529,31-05-2022,626.84,Income,Transport
1530,31-05-2022,677.52,Income,Dining Out
1531,31-05-2022,492.76,Income,Salary
1532,01-06-2022,803.13,Expense,Shopping
1533,01-06-2022,370.05,Income,Bonus
1534,02-06-2022,27.98,Expense,Movies
1535,02-06-2022,359.11,Expense,Entertainment
1536,03-06-2022,755.38,Expense,Groceries
1537,03-06-2022,295.55,Expense,Groceries
1538,03-06-2022,595.37,Income,Movies
1539,03-06-2022,934.0,Income,Rent
1540,03-06-2022,213.57,Expense,Subscriptions
1541,04-06-2022,18.62,Expense,Rent
1542,04-06-2022,705.63,Income,Groceries
1543,05-06-2022,24.93,Expense,Car Maintenance
1544,06-06-2022,542.03,Expense,Bonus
1545,06-06-2022,492.52,Income,Coffee
1546,06-06-2022,33.14,Income,Coffee
1547,06-06-2022,968.77,Expense,Salary
1548,07-06-2022,171.47,Expense,Freelance
1549,07-06-2022,746.22,Income,Subscriptions
1550,07-06-2022,663.18,Expense,Internet Bill
1551,07-06-2022,632.64,Expense,Subscriptions
1552,07-06-2022,770.73,Expense,Bonus
1553,08-06-2022,407.87,Expense,Utilities
1554,08-06-2022,614.53,Expense,Internet Bill
1555,09-06-2022,835.56,Expense,Movies
1556,09-06-2022,281.95,Income,Dining Out
1557,09-06-2022,570.86,Expense,Subscriptions
1558,09-06-2022,470.92,Income,Salary
1559,10-06-2022,185.46,Expense,Shopping
1560,11-06-2022,911.38,Expense,Salary
1561,11-06-2022,629.4,Income,Bonus
1562,11-06-2022,286.57,Expense,Subscriptions
1563,12-06-2022,393.66,Expense,Entertainment
1564,12-06-2022,492.23,Income,Interest
1565,12-06-2022,317.14,Expense,Salary
1566,13-06-2022,783.46,Income,Interest
1567,14-06-2022,387.61,Income,Salary
1568,15-06-2022,416.86,Income,Rent
1569,15-06-2022,853.33,Expense,Entertainment
1570,16-06-2022,846.85,Expense,Internet Bill
1571,16-06-2022,921.89,Income,Shopping
1572,16-06-2022,633.28,Income,Groceries
1573,16-06-2022,990.58,Expense,Utilities
1574,17-06-2022,365.69,Expense,Coffee
1575,17-06-2022,885.03,Expense,Internet Bill
1576,17-06-2022,198.79,Expense,Transport
1577,17-06-2022,786.94,Income,Shopping
1578,18-06-2022,296.5,Income,Transport
1579,18-06-2022,290.77,Expense,Internet Bill
1580,19-06-2022,892.17,Income,Rent
1581,19-06-2022,619.43,Expense,Bonus
1582,20-06-2022,610.62,Expense,Bonus
1583,20-06-2022,152.92,Expense,Entertainment
1584,20-06-2022,886.93,Income,Movies
1585,20-06-2022,140.77,Income,Transport
1586,20-06-2022,839.18,Income,Dining Out
1587,21-06-2022,33.91,Expense,Car Maintenance
1588,21-06-2022,922.43,Income,Utilities
1589,21-06-2022,678.92,Expense,Interest
1590,22-06-2022,122.34,Expense,Freelance
1591,22-06-2022,544.56,Expense,Subscriptions
1592,22-06-2022,883.1,Income,Salary
1593,23-06-2022,580.11,Expense,Rent
1594,24-06-2022,996.39,Expense,Salary
1595,24-06-2022,716.9,Expense,Internet Bill
1596,25-06-2022,861.82,Expense,Shopping
1597,25-06-2022,472.59,Income,Entertainment
1598,25-06-2022,681.65,Income,Dining Out
1599,25-06-2022,894.38,Income,Bonus
1600,25-06-2022,349.81,Expense,Rent
1601,26-06-2022,916.75,Expense,Utilities
1602,26-06-2022,644.85,Expense,Subscriptions
1603,26-06-2022,354.57,Expense,Freelance
1604,26-06-2022,440.72,Expense,Groceries
1605,27-06-2022,840.54,Expense,Internet Bill
1606,27-06-2022,372.75,Income,Groceries
1607,27-06-2022,769.58,Expense,Transport
1608,27-06-2022,397.44,Expense,Interest
1609,27-06-2022,152.01,Expense,Interest
1610,28-06-2022,933.33,Expense,Shopping
1611,29-06-2022,476.96,Expense,Freelance
1612,29-06-2022,793.21,Income,Groceries
1613,29-06-2022,15.71,Expense,Car Maintenance
1614,29-06-2022,372.27,Income,Freelance
1615,29-06-2022,851.31,Expense,Bonus
1616,30-06-2022,728.34,Expense,Movies
1617,30-06-2022,396.08,Expense,Groceries
1618,30-06-2022,652.52,Expense,Car Maintenance
1619,30-06-2022,826.46,Income,Coffee
1620,30-06-2022,231.39,Expense,Car Maintenance
1621,01-07-2022,174.95,Expense,Dining Out
1622,02-07-2022,816.1,Expense,Coffee
1623,02-07-2022,457.96,Income,Entertainment
1624,02-07-2022,624.06,Expense,Car Maintenance
1625,02-07-2022,840.2,Income,Movies
1626,03-07-2022,233.6,Expense,Dining Out
1627,03-07-2022,426.41,Expense,Subscriptions
1628,03-07-2022,58.59,Income,Coffee
1629,03-07-2022,980.34,Expense,Salary
1630,04-07-2022,489.16,Income,Salary
1631,04-07-2022,963.96,Expense,Rent
1632,05-07-2022,702.55,Income,Interest
1633,05-07-2022,463.92,Income,Transport
1634,05-07-2022,795.59,Income,Car Maintenance
1635,05-07-2022,972.84,Income,Subscriptions
1636,05-07-2022,856.4,Expense,Transport
1637,06-07-2022,332.96,Income,Subscriptions
1638,06-07-2022,365.25,Income,Utilities
1639,07-07-2022,484.08,Income,Bonus
1640,07-07-2022,303.81,Expense,Internet Bill
1641,07-07-2022,762.29,Expense,Freelance
1642,08-07-2022,479.08,Income,Coffee
1643,08-07-2022,229.36,Expense,Transport
1644,08-07-2022,838.23,Expense,Shopping
1645,09-07-2022,494.88,Expense,Internet Bill
1646,10-07-2022,524.29,Income,Entertainment
1647,10-07-2022,78.19,Income,Freelance
1648,10-07-2022,695.1,Income,Internet Bill
1649,10-07-2022,352.71,Expense,Dining Out
1650,10-07-2022,235.92,Expense,Freelance
1651,11-07-2022,629.89,Income,Subscriptions
1652,12-07-2022,64.37,Expense,Coffee
1653,13-07-2022,359.19,Expense,Transport
1654,13-07-2022,493.13,Income,Car Maintenance
1655,13-07-2022,443.86,Expense,Groceries
1656,13-07-2022,104.53,Income,Entertainment
1657,14-07-2022,686.88,Expense,Utilities
1658,14-07-2022,692.62,Expense,Movies
1659,14-07-2022,343.82,Income,Salary
1660,14-07-2022,784.44,Income,Utilities
1661,15-07-2022,251.1,Income,Rent
1662,16-07-2022,504.4,Income,Coffee
1663,16-07-2022,186.08,Expense,Salary
1664,16-07-2022,847.16,Expense,Coffee
1665,16-07-2022,413.12,Income,Interest
1666,17-07-2022,76.16,Expense,Salary
1667,17-07-2022,527.88,Expense,Groceries
1668,17-07-2022,487.35,Income,Coffee
1669,17-07-2022,584.75,Income,Rent
1670,18-07-2022,541.16,Expense,Movies
1671,18-07-2022,63.45,Income,Entertainment
1672,19-07-2022,407.58,Expense,Bonus
1673,19-07-2022,150.0,Income,Interest
1674,19-07-2022,179.81,Expense,Shopping
1675,19-07-2022,864.52,Income,Rent
1676,19-07-2022,844.53,Expense,Subscriptions
1677,20-07-2022,182.24,Income,Freelance
1678,20-07-2022,33.76,Expense,Transport
1679,21-07-2022,764.71,Income,Freelance
1680,21-07-2022,592.84,Income,Movies
1681,21-07-2022,498.23,Expense,Groceries
1682,21-07-2022,596.04,Income,Salary
1683,21-07-2022,284.97,Income,Internet Bill
1684,22-07-2022,849.81,Income,Groceries
1685,22-07-2022,68.43,Income,Car Maintenance
1686,22-07-2022,583.98,Income,Subscriptions
1687,22-07-2022,229.1,Expense,Movies
1688,23-07-2022,995.24,Income,Internet Bill
1689,23-07-2022,343.44,Income,Bonus
1690,23-07-2022,221.22,Income,Entertainment
1691,24-07-2022,562.44,Income,Car Maintenance
1692,24-07-2022,456.66,Income,Interest
1693,24-07-2022,374.95,Expense,Car Maintenance
1694,24-07-2022,988.72,Income,Groceries
1695,24-07-2022,299.84,Expense,Subscriptions
1696,25-07-2022,153.93,Expense,Transport
1697,25-07-2022,619.6,Expense,Freelance
1698,26-07-2022,886.1,Expense,Bonus
1699,26-07-2022,501.15,Expense,Interest
1700,26-07-2022,997.98,Expense,Salary
1701,27-07-2022,179.53,Income,Internet Bill
1702,27-07-2022,303.59,Income,Internet Bill
1703,28-07-2022,320.35,Income,Coffee
1704,28-07-2022,557.71,Income,Salary
1705,28-07-2022,382.46,Expense,Groceries
1706,28-07-2022,726.5,Expense,Interest
1707,28-07-2022,14.26,Expense,Movies
1708,29-07-2022,393.04,Expense,Dining Out
1709,30-07-2022,207.29,Income,Groceries
1710,30-07-2022,177.24,Expense,Entertainment
1711,30-07-2022,850.36,Income,Utilities
1712,30-07-2022,791.64,Expense,Dining Out
1713,30-07-2022,928.87,Expense,Rent
1714,31-07-2022,547.55,Expense,Interest
1715,01-08-2022,713.63,Expense,Movies
1716,01-08-2022,162.98,Income,Subscriptions
1717,01-08-2022,327.11,Expense,Utilities
1718,02-08-2022,439.44,Income,Salary
1719,02-08-2022,915.07,Expense,Rent
1720,02-08-2022,871.1,Expense,Coffee
1721,02-08-2022,350.94,Income,Movies
1722,02-08-2022,585.53,Expense,Transport
1723,03-08-2022,638.06,Income,Utilities
1724,04-08-2022,977.01,Expense,Coffee
1725,05-08-2022,167.42,Income,Shopping
1726,06-08-2022,52.68,Income,Utilities
1727,07-08-2022,953.29,Income,Car Maintenance
1728,07-08-2022,716.5,Expense,Internet Bill
1729,07-08-2022,837.79,Income,Subscriptions
1730,08-08-2022,958.92,Income,Salary
1731,09-08-2022,824.57,Expense,Transport
1732,10-08-2022,796.2,Expense,Shopping
1733,10-08-2022,424.27,Expense,Utilities
1734,11-08-2022,982.01,Expense,Interest
1735,11-08-2022,834.61,Income,Internet Bill
1736,11-08-2022,217.41,Income,Bonus
1737,11-08-2022,958.06,Expense,Coffee
1738,12-08-2022,281.44,Income,Entertainment
1739,12-08-2022,342.02,Expense,Internet Bill
1740,12-08-2022,378.57,Expense,Internet Bill
1741,13-08-2022,700.53,Income,Dining Out
1742,13-08-2022,432.59,Income,Bonus
1743,13-08-2022,544.8,Expense,Salary
1744,13-08-2022,300.19,Income,Salary
1745,13-08-2022,905.36,Income,Utilities
1746,14-08-2022,993.42,Expense,Salary
1747,14-08-2022,452.22,Income,Bonus
1748,14-08-2022,109.12,Expense,Freelance
1749,15-08-2022,565.32,Income,Internet Bill
1750,15-08-2022,412.65,Income,Salary
1751,16-08-2022,737.98,Expense,Freelance
1752,16-08-2022,434.53,Income,Freelance
1753,16-08-2022,991.35,Income,Freelance
1754,17-08-2022,72.47,Income,Transport
1755,17-08-2022,639.62,Income,Interest
1756,17-08-2022,26.79,Income,Salary
1757,17-08-2022,710.21,Expense,Shopping
1758,17-08-2022,69.25,Income,Utilities
1759,18-08-2022,349.05,Income,Coffee
1760,18-08-2022,417.3,Income,Interest
1761,18-08-2022,517.04,Expense,Entertainment
1762,19-08-2022,904.1,Income,Coffee
1763,19-08-2022,126.77,Income,Internet Bill
1764,19-08-2022,382.43,Income,Salary
1765,19-08-2022,580.09,Expense,Dining Out
1766,20-08-2022,499.39,Expense,Interest
1767,20-08-2022,645.84,Expense,Interest
1768,20-08-2022,334.7,Income,Internet Bill
1769,20-08-2022,194.51,Income,Dining Out
1770,21-08-2022,755.43,Income,Entertainment
1771,21-08-2022,905.03,Income,Bonus
1772,21-08-2022,103.38,Income,Internet Bill
1773,21-08-2022,940.65,Expense,Coffee
1774,22-08-2022,31.41,Expense,Interest
1775,23-08-2022,994.65,Income,Freelance
1776,24-08-2022,88.91,Income,Coffee
1777,24-08-2022,314.67,Income,Internet Bill
1778,24-08-2022,935.52,Income,Coffee
1779,24-08-2022,784.87,Income,Interest
1780,25-08-2022,458.23,Income,Entertainment
1781,26-08-2022,693.47,Income,Salary
1782,26-08-2022,879.75,Income,Shopping
1783,27-08-2022,547.46,Expense,Dining Out
1784,27-08-2022,387.74,Income,Shopping
1785,27-08-2022,27.07,Expense,Freelance
1786,28-08-2022,970.32,Income,Movies
1787,28-08-2022,38.1,Expense,Transport
1788,28-08-2022,121.49,Income,Shopping
1789,28-08-2022,955.4,Expense,Internet Bill
1790,28-08-2022,879.97,Income,Interest
1791,29-08-2022,735.6,Expense,Subscriptions
1792,30-08-2022,458.99,Expense,Coffee
1793,30-08-2022,576.28,Expense,Transport
1794,31-08-2022,657.25,Income,Transport
1795,01-09-2022,42.88,Income,Rent
1796,01-09-2022,559.07,Income,Groceries
1797,02-09-2022,336.34,Expense,Coffee
1798,02-09-2022,971.77,Expense,Car Maintenance
1799,03-09-2022,585.8,Income,Rent
1800,03-09-2022,124.42,Expense,Rent
1801,03-09-2022,779.17,Expense,Utilities
1802,03-09-2022,981.71,Income,Groceries
1803,03-09-2022,912.58,Expense,Interest
1804,04-09-2022,802.39,Expense,Freelance
1805,04-09-2022,19.47,Income,Internet Bill
1806,04-09-2022,121.21,Income,Car Maintenance
1807,04-09-2022,718.14,Income,Salary
1808,05-09-2022,211.44,Income,Internet Bill
1809,05-09-2022,814.36,Expense,Groceries
1810,06-09-2022,990.07,Income,Dining Out
1811,07-09-2022,875.77,Expense,Subscriptions
1812,07-09-2022,334.62,Income,Freelance
1813,07-09-2022,764.94,Expense,Subscriptions
1814,07-09-2022,413.11,Income,Bonus
1815,07-09-2022,52.28,Income,Movies
1816,08-09-2022,805.7,Income,Salary
1817,08-09-2022,569.37,Income,Transport
1818,08-09-2022,621.24,Expense,Freelance
1819,09-09-2022,641.41,Income,Car Maintenance
1820,09-09-2022,559.87,Income,Subscriptions
1821,10-09-2022,424.07,Expense,Freelance
1822,10-09-2022,500.86,Expense,Salary
1823,10-09-2022,573.8,Expense,Coffee
1824,10-09-2022,364.09,Income,Dining Out
1825,10-09-2022,705.53,Expense,Groceries
1826,11-09-2022,809.92,Expense,Dining Out
1827,11-09-2022,65.36,Income,Entertainment
1828,11-09-2022,105.99,Expense,Transport
1829,11-09-2022,963.0,Expense,Car Maintenance
1830,12-09-2022,541.19,Expense,Rent
1831,13-09-2022,665.43,Expense,Bonus
1832,13-09-2022,133.8,Expense,Car Maintenance
1833,13-09-2022,556.92,Income,Car Maintenance
1834,14-09-2022,135.38,Expense,Rent
1835,14-09-2022,440.18,Income,Utilities
1836,14-09-2022,185.0,Expense,Coffee
1837,15-09-2022,830.06,Expense,Freelance
1838,15-09-2022,927.76,Expense,Dining Out
1839,15-09-2022,652.9,Income,Car Maintenance
1840,15-09-2022,320.29,Income,Freelance
1841,15-09-2022,557.27,Expense,Entertainment
1842,16-09-2022,740.16,Expense,Utilities
1843,16-09-2022,299.02,Income,Utilities
1844,16-09-2022,51.29,Income,Internet Bill
1845,16-09-2022,439.23,Expense,Transport
1846,17-09-2022,122.43,Income,Dining Out
1847,17-09-2022,811.29,Income,Coffee
1848,17-09-2022,874.93,Income,Coffee
1849,18-09-2022,539.99,Expense,Coffee
1850,18-09-2022,193.02,Expense,Salary
1851,18-09-2022,795.52,Expense,Transport
1852,18-09-2022,436.11,Income,Car Maintenance
1853,18-09-2022,16.81,Income,Freelance
1854,19-09-2022,478.29,Income,Shopping
1855,19-09-2022,14.83,Income,Coffee
1856,19-09-2022,635.22,Income,Subscriptions
1857,20-09-2022,800.82,Expense,Shopping
1858,20-09-2022,798.12,Income,Car Maintenance
1859,20-09-2022,229.28,Expense,Groceries
1860,21-09-2022,237.6,Expense,Salary
1861,21-09-2022,80.13,Income,Utilities
1862,21-09-2022,559.62,Expense,Freelance
1863,21-09-2022,816.46,Income,Dining Out
1864,22-09-2022,477.8,Expense,Shopping
1865,22-09-2022,275.02,Income,Car Maintenance
1866,22-09-2022,457.29,Expense,Freelance
1867,22-09-2022,526.04,Income,Dining Out
1868,23-09-2022,945.73,Income,Coffee
1869,23-09-2022,79.91,Expense,Movies
1870,23-09-2022,846.34,Income,Car Maintenance
1871,23-09-2022,725.33,Expense,Shopping
1872,24-09-2022,527.43,Expense,Movies
1873,24-09-2022,858.81,Income,Transport
1874,24-09-2022,800.36,Income,Groceries
1875,25-09-2022,12.74,Income,Bonus
1876,25-09-2022,250.3,Expense,Interest
1877,25-09-2022,704.24,Income,Rent
1878,26-09-2022,172.1,Expense,Groceries
1879,26-09-2022,435.63,Expense,Freelance
1880,27-09-2022,122.42,Income,Groceries
1881,27-09-2022,124.05,Income,Bonus
1882,27-09-2022,142.68,Expense,Subscriptions
1883,27-09-2022,861.32,Income,Rent
1884,28-09-2022,600.39,Expense,Internet Bill
1885,28-09-2022,85.52,Expense,Internet Bill
